Rank,Pollster,Pollster Rating ID,Polls Analyzed,NCPP/AAPOR/Roper,Banned by 538,Predictive Plus-Minus,538 Grade,Mean-Reverted Bias,Races Called Correctly,Misses Outside MOE,Simple Average Error,Simple Expected Error,Simple Plus-Minus,Advanced Plus-Minus,Mean-Reverted Advanced Plus Minus,# of Polls for Bias Analysis,Bias,House Effect,Average Distance from Polling Average (ADPA),Herding Penalty
438,Rutgers University,295,16,yes,no,0.9539608782284354,B/C,0.2820584140873488,0.875,0.3125,6.795642375946045,5.144511004579583,1.655985711973052,3.13086887613533,1.106892537294412,16,0.7978081703186035,1.493687474140275,6.034197046142102,0.0
439,Schapiro Group,300,2,no,no,0.9626482024962544,B/C,,0.5,0.5,21.48976993560791,9.67580504112034,11.81881923509416,7.25176267778764,0.3222944174742237,0,,,6.5,0.6139517335312643
440,SSRS,297,30,yes,no,0.9658884097730096,C,2.694829190924799,0.6,0.4,6.16478583017985,4.984997055527604,1.184643115258835,1.863049710883167,1.123276920772806,28,4.642478397914341,2.718055417948096,4.347021633485415,0.0129290119852321
441,Western Kentucky University,379,4,no,no,0.9746834873158275,B/C,0.9039627322345885,0.75,0.75,10.91082143783569,5.938117373923029,4.977558404519256,2.718245994627008,0.3819396758296789,3,8.363541920979818,-1.080555333031548,2.0,0.5773409954215362
442,Loras College,171,18,no,no,0.9826281730075824,B/C,1.541755722648368,0.7222222222222222,0.3333333333333333,8.122161971198189,6.299331037050903,1.827685274753874,1.286758283468349,0.5375723259582004,14,4.378634316580636,-0.5874077337759513,2.882841096758058,0.5414996138439588
443,Millersville University,210,5,no,no,0.9843616996351582,B/C,-0.6272345449247876,0.8,0.8,14.15688896179199,4.994529713987127,9.167213588411457,6.420218182423063,0.3882155443458528,5,-10.37305870056152,-6.093433316548666,5.855996079896939,0.0
444,DCCC Targeting and Analytics Department,68,5,no,no,0.9849079660818172,B/C,2.043319386493293,0.4,0.6,9.703327178955078,5.952459378863677,3.75572214069799,2.598924869592363,0.5472796569814823,5,9.703327178955078,,,0.0
445,Massie & Associates,199,2,no,no,0.9968783293981434,B/C,-0.5278419610119539,0.0,1.0,23.97669219970703,6.3655494552371,17.61599708507652,16.35836057255758,0.360125952806156,2,-23.97669219970703,,,0.0
446,SurveyMonkey,324,268,no,no,1.002814178528214,C,4.742322850559237,0.878731343283582,0.5559701492537313,6.601033203637422,4.268804065525122,2.337083478718888,1.06355740486636,0.9827578177770416,255,5.149043273925781,1.82913899805347,5.077808011728325,0.0
447,Hampton University,131,4,no,no,1.006372546360688,B/C,-0.8084199351629326,0.5,0.5,7.510197639465332,4.543193627412718,2.971858352659204,3.527894687459416,0.4943438215175679,4,-5.769305229187012,-6.759859941252808,5.482901716514413,0.0
448,Roanoke College,292,18,yes,no,1.009202178828525,B/C,0.6067975105006991,0.8055555555555556,0.5,7.776469760470921,5.660469950171172,2.120854150906338,2.673718986236597,1.083270905942732,15,1.70916493733724,1.265536239225209,4.722550610519473,0.2425480800288891
449,Greg Smith & Associates,128,5,no,no,1.019313758716734,B/C,0.9385190782357024,0.4,0.4,10.13129425048828,5.560755311854379,4.575393279240492,4.483932719839702,0.4153720441879422,5,10.13129425048828,6.333333333333333,6.400624329750488,0.4508519551095868
450,Marketing Resource Group (MRG),193,10,no,no,1.023836540864471,B/C,0.3207101759247366,0.3,0.7,9.837563133239746,7.20621952856269,2.636197945283645,1.790222788755064,0.4905984444951934,6,1.696808497111003,1.590694447369244,5.616928727053397,0.5934383038266724
451,University of Iowa,353,3,no,no,1.039961016782716,B/C,-0.3193475974663202,0.6666666666666666,0.6666666666666666,17.28665033976237,7.41899229586098,9.872512384507978,6.978442571360039,0.4477098938529421,1,-6.610149383544922,-2.789999198913574,13.14096253015037,0.0
452,BWD Global,527,2,no,no,1.045711407806707,B/C,-0.1404711485062427,1.0,0.5,13.50125408172607,7.134482252583018,6.371626169749645,6.392500185529562,0.4620369456092442,1,-4.353763580322266,-5.299999237060547,,0.0
453,Citizen Data,616,12,no,no,1.070771182660835,B/C,2.81656436920166,0.5833333333333334,0.6666666666666666,7.04141092300415,4.649526207538675,2.396739056072065,2.04159889190573,0.8166395567622919,12,7.04141092300415,2.810882241028659,4.093776961431735,0.0413290647463573
454,DeSales University,474,1,no,no,1.072521105891609,B/C,0.7509087010433799,1.0,1.0,14.26726531982422,6.152374147126724,8.119745513304084,8.89390101194057,0.46810005326003,1,14.26726531982422,10.80000305175781,10.80000305175781,0.0
455,Hamilton Campaigns,130,13,no,no,1.074199609049902,B/C,1.392617616215609,0.5769230769230769,0.3076923076923077,6.684710282545823,5.632225339131462,1.057339284020951,2.362834758148918,0.6364192690103658,13,5.170373476468599,4.036442286639028,4.273163888017891,0.2309647409087736
456,Kiaer Research,585,2,no,no,1.076595226635088,B/C,1.061572074890137,1.0,1.0,10.61572074890137,4.645587263023199,5.974987826484758,5.221952266350876,0.5221952266350876,2,10.61572074890137,5.807156682014465,5.968028861980305,0.0
457,Craciun Research Group,61,1,no,no,1.095235298337428,B/C,0.7473572828176596,0.0,1.0,18.73064041137695,5.116279744282602,13.61921500770094,11.96408379729902,0.4773699650291278,1,18.73064041137695,11.25,,0.0
458,Bluegrass Community and Technical College,632,2,no,no,1.107975009276226,B/C,1.093443298339844,1.0,0.5,10.93443298339844,6.002379782436627,4.9369075415684,2.397572187245313,0.2397572187245313,2,10.93443298339844,0.6249985694885254,2.600000381469727,3.138177905516952
459,MRG Research,207,24,no,no,1.111869170732042,B/C,-3.083955272059459,0.8333333333333334,0.5833333333333334,8.943052132924398,5.406854431451237,3.54105204207975,2.142434698891506,0.8910799624896134,23,-7.625354103420092,-3.234717323666527,10.26022213049239,0.0
460,RABA Research,269,5,no,no,1.118400650777812,B/C,1.538555045288237,0.6,0.6,7.823005676269531,5.342880412223815,2.484979604652305,2.707927366436186,0.5351985467416516,4,8.84127426147461,3.508910304897434,3.485033576626042,0.6674280850886041
461,Marketing Workshop,194,8,no,no,1.12028066367971,B/C,0.3448772056383823,0.5,0.625,10.6016674041748,5.265524351378136,5.340997393403257,4.076829415592415,0.4046585049891979,8,3.47454833984375,2.008333333333333,2.641043185007137,1.616378813029728
462,Momentum Analysis,214,3,no,no,1.124544347914709,B/C,0.3670145406580748,0.3333333333333333,1.0,13.65023549397787,6.144355786380257,7.510734048204196,8.30393979144252,0.532226868122331,3,5.726254781087239,3.222222222222222,,0.0
463,Critical Insights,64,19,no,no,1.127866786856819,B/C,-0.0691083839119506,0.8947368421052632,0.3684210526315789,8.086197903281764,5.751668990424007,2.339383253464347,2.4282359815557,0.8279122408177907,17,-0.2212783589082606,-2.443137299780752,11.41380759596731,0.0
464,Research America Inc.,282,3,no,no,1.131631475033584,B/C,0.0847723336746491,1.0,0.3333333333333333,14.39089012145996,7.971116108085002,6.424628353981547,5.105762862822998,0.5946122160067207,1,1.69012451171875,-1.599999745686849,11.87755075071111,0.0
465,Targoz Market Research,454,15,no,no,1.13266775925797,B/C,2.572473292238801,0.8666666666666667,0.4666666666666667,6.581652577718099,4.808807803213847,1.777699115110842,2.123533918577824,0.9402286911310952,15,5.810005950927734,3.4468055433927,4.831862286647933,0.0
466,TargetPoint,331,2,no,no,1.159604211984977,B/C,,1.0,1.0,18.27473926544189,9.77160886971426,8.507984736334224,7.566466889654669,0.5806401894038133,0,,,,0.0
467,Meredith College,423,4,no,no,1.18252094651143,B/C,1.246890113467262,0.25,0.75,11.63000249862671,6.147694891881124,5.487161947352174,3.873278724769968,0.7042324954127216,3,8.728230794270834,4.361949640458668,4.653705165648823,0.0565864810428969
468,Swayable,543,89,yes,no,1.199980088055748,C,4.067885775898778,0.8876404494382022,0.247191011235955,7.246318367090118,5.430232730910961,1.820939976785745,1.364709460956976,1.135132168459541,68,5.144679069519043,0.8003757216298389,4.977010539240383,0.162098060638137
469,Glascock Group,116,2,no,no,1.223155396707915,B/C,0.2547327212035909,0.5,1.0,15.05851078033447,5.365966486533613,9.697398634407447,9.452966017067586,0.633977655332612,2,3.798209190368652,20.0,20.0,0.0
470,Brigham Young University,34,4,yes,no,1.233114910002849,B/C,2.066664529023629,0.75,0.75,16.44090175628662,7.147380329083355,9.298375767809857,10.34488408126312,1.300379097480629,4,16.44090175628662,16.47500038146973,,0.0
471,Elucd,549,4,no,no,1.267003517884994,B/C,,0.5,0.75,12.94745445251465,7.55719598031602,5.395112812805219,4.358326424147456,0.7924229862086284,0,,,3.682365112624316,0.0361929242200101
472,Dane & Associates,71,2,no,no,1.292292975615425,B/C,-0.9468322760367824,0.5,1.0,21.30413246154785,5.176883509566855,16.13210329258759,14.546176868878,0.6464844216140726,2,-21.30413246154785,-10.60000038146973,3.200000762939453,0.7366863760056699
473,GOP Calls,654,2,no,no,1.299843741989501,B/C,-1.073954814432304,1.0,1.0,21.04491901397705,6.007385155418485,15.04238819916516,13.5941995134376,0.6937330576617211,2,-21.04491901397705,,,0.0
474,Carroll Strategies,450,5,no,no,1.310058901575354,C/D,-1.913723873068454,0.8,0.6,9.87927589416504,5.402969768499934,4.481160466271694,3.490799679526417,0.6762061060320272,5,-9.87927589416504,-1.651001485188802,4.512893403438581,0.9210194783459328
475,CPEC,38,2,no,no,1.355100819765538,C/D,,1.0,1.0,16.00404167175293,7.828429101160927,8.180466911198593,10.11403186501444,0.7761367971843742,0,,,11.18820155180871,0.0
476,Riggs Research Services,289,1,no,no,1.36412459779159,C/D,0.881171980610354,0.0,1.0,33.65322875976563,5.596142205665351,28.06194089470686,27.94753387338189,0.7317747712167629,1,33.65322875976563,29.0,29.0,0.0
477,Mitchell Research & Communications,213,72,no,no,1.367857727684729,C-,1.271506102992509,0.6944444444444444,0.4166666666666667,7.146039035585192,5.793241830072376,1.357651546119406,1.731604513404434,1.274354955684636,47,1.931463769141664,-0.1328858369047346,4.792055582085007,0.0323268949435118
478,TP Research,452,2,no,no,1.371119784114602,C/D,-1.363687299657571,0.0,1.0,15.55398178100586,6.016545535152569,9.54229058645988,8.79403822483834,0.7710127482957436,2,-15.55398178100586,-8.315000534057617,7.100002288818359,0.3728711962648337
479,Saint Leo University,299,6,no,no,1.426303346028539,C/D,1.750224951152644,0.3333333333333333,0.6666666666666666,8.502264022827148,5.077131026643766,3.429987336789972,4.778557700494285,0.9836851567386024,6,8.502264022827148,6.535661428679924,7.921835013727944,0.0
480,Target Insyght,330,6,no,no,1.442224482235469,C/D,-0.6264708149422075,0.75,0.3333333333333333,10.35234610239665,6.724533606641607,3.632666836361629,4.523027404860189,1.020477301374625,4,-3.897408485412598,-3.66490713532988,8.810208109320541,0.0
481,Point Blank Political,550,6,no,no,1.488613590080401,C/D,,0.8333333333333334,0.8333333333333334,10.66819604237874,7.98123487463683,2.691815508348502,4.370454360321604,1.092613590080401,0,,,9.375758475211496,0.0
482,Brown University,35,12,yes,no,1.511510387599815,C/D,-0.2999860789597562,0.8333333333333334,0.6666666666666666,11.4294810295105,7.063779319545567,4.370556050571519,6.056145334618686,1.555804520322184,7,-2.211815697806222,-0.1750005086263021,5.067988685291959,0.2814323363742957
483,McLaughlin & Associates,203,27,no,no,1.556690445522311,C/D,-1.594512296178581,0.6851851851851852,0.3703703703703703,7.301642523871528,5.342332225222354,1.964164639255763,3.022415901500849,1.378229020219985,27,-3.496718795211227,-4.563259908466408,5.927640923580714,0.0
484,University of Wyoming,667,3,no,no,1.639473691274899,C/D,2.164692288353329,1.0,1.0,15.15284601847331,5.287956800208677,9.86974355887122,7.912315838924292,1.130330834132042,3,15.15284601847331,5.0,,0.0
485,Triton Polling & Research,497,2,no,no,1.640410492366879,C/D,1.728580474853516,1.0,1.0,17.28580474853516,5.127785686953035,12.16287340218871,10.86010492366879,1.086010492366879,2,17.28580474853516,14.90000152587891,,0.0
486,Opinion Research Associates,242,14,no,no,1.653558278343774,C/D,2.009217467800046,0.6071428571428571,0.4285714285714285,9.18891143798828,5.478451762810927,3.715314015783943,4.83269087581601,1.271366967598578,14,7.637391226632254,6.4187454080407,8.69742687393551,0.0
487,FM3 Research,91,10,no,no,1.72945242899902,C/D,1.894241513625549,0.65,0.5,9.126483917236328,5.686454395444944,3.444883862397974,6.079239315229755,1.29427583360946,10,8.8972900390625,7.523486524385651,7.502038207745047,0.0
488,TCJ Research,327,132,no,yes,1.73252349719409,F,-4.368320531183411,0.5909090909090909,0.4924242424242424,6.437300060734604,4.620029262645345,1.82212513869585,2.119417023837321,1.677473937056623,124,-5.583939398488691,-3.444773641882034,4.378142404254912,0.0
489,Humphrey Institute,143,12,no,no,1.941500367663174,C/D,0.551390790356648,0.5,0.5,13.2563419342041,6.551074580985915,6.710121693824775,7.109945500472611,1.505034654211784,8,3.786312103271484,3.082291672627131,5.487777584892179,0.0
490,Indiana University-Purdue University Fort Wayne,150,3,no,no,2.048179028922068,C/D,,0.0,1.0,23.41861343383789,9.746905584996624,13.67656218944786,13.57853073467099,1.505241393199845,0,,,,0.0
491,Nielson Brothers Polling,231,11,no,no,2.217821046616534,C/D,3.76400646115663,0.9090909090909092,0.7272727272727273,12.26243990117853,5.016595728148748,7.250698513636374,6.131094094035184,1.881964598390385,11,12.26243990117853,8.833333333333334,7.267102288745273,0.0
492,Jayhawk Consulting Services,157,2,no,no,2.793560294634517,C/D,2.970260141724313,0.5,1.0,37.6134033203125,5.822173433379541,31.79608422753955,28.07399170482939,2.216950640436249,2,37.6134033203125,10.89999771118164,,0.0
493,Fort Hays State University,101,6,no,no,2.925766982257719,C/D,-1.437339691355343,0.6666666666666666,0.5,22.10050201416016,8.121156737737067,13.98419961702968,12.40843589819734,2.476527910988802,2,-18.73033142089844,-27.66666666666667,28.25,0.0
